id,Einstein_Radius_actual,Einstein_radius_Inception,Einstein_Radius_Sequential,Einstein_Radius_ResNet,Einstein_Radius_ResNetXt,Sigma_V_actual,Sigma_V_Inception,Sigma_V_Sequential,Sigma_V_ResNet,Sigma_V_ResNetXt,RedShift_Lens_ZL_actual,RedShift_Lens_ZL_Inception,RedShift_Lens_ZL_Sequential,RedShift_Lens_ZL_ResNet,RedShift_Lens_ZL_ResNetXt,Redshift_Source_ZS_actual,Redshift_Source_ZS_Inception,Redshift_Source_ZS_Sequential,Redshift_Source_ZS_ResNet,Redshift_Source_ZS_ResNetXt
3273,1.398,1.18998,1.32638,1.22738,1.24663,338.913,328.653,314.201,297.926,309.997,1.1,0.807084,1.00015,0.927445,1.04981,2.77,2.34688,2.64692,2.52576,2.72732
3274,0.903,0.816463,0.744051,0.875449,0.853389,258.538,270.906,258.468,224.762,240.66,1.023,0.974779,0.958421,0.988361,1.19679,2.962,2.81016,2.52178,3.16341,3.19067
3276,0.993,1.00038,0.983502,0.980358,1.07299,249.487,255.27,243.455,245.627,259.942,0.727,0.729027,0.722603,0.753338,0.783972,2.463,2.10335,1.56131,2.17574,1.82943
3277,1.88,1.74565,1.85223,1.78841,1.80459,296.732,293.16,298.971,290.674,278.171,0.332,0.326582,0.352394,0.336403,0.372791,1.907,2.08301,1.81074,1.76546,1.98739
3278,1.427,1.45763,1.45329,1.34889,1.42801,311.378,295.794,295.49,310.883,295.375,0.777,0.673431,0.744703,0.838993,0.706453,2.283,2.0815,2.45824,2.1369,2.56069
3279,1.262,1.22569,1.26291,1.21818,1.19081,251.456,260.801,252.333,246.278,253.792,0.395,0.402766,0.389926,0.424122,0.333744,1.867,1.98776,2.19935,1.99038,2.45872
3280,1.191,1.14285,1.11773,1.10245,1.08645,273.666,248.073,267.597,271.983,291.018,0.681,0.690787,0.638248,0.646679,0.672638,2.205,2.11705,2.36136,1.26431,2.16952
3281,0.901,1.1565,1.02046,1.03542,1.08996,240.351,300.757,285.957,277.958,275.886,0.989,1.21951,1.09396,1.10127,0.986149,3.95,2.88398,2.63164,3.17402,2.23717
3282,1.516,1.67715,1.38452,1.21724,1.37574,272.344,257.919,252.746,243.448,273.971,0.303,0.266629,0.288421,0.27826,0.285328,1.382,1.10408,1.29769,1.55953,1.19173
3284,1.588,1.63073,1.43436,1.52737,1.3168,272.848,288.111,305.981,269.827,284.894,0.259,0.29442,0.324592,0.275784,0.26187,1.315,0.76097,1.71387,1.47525,1.39733
3285,0.85,0.890522,0.844081,0.858295,0.88705,233.026,227.122,235.628,252.203,237.832,0.589,0.627329,0.638227,0.670383,0.699388,1.722,1.99077,1.57135,1.54989,2.07884
3286,0.645,0.651011,0.732645,0.816968,0.709638,189.821,266.707,223.51,244.245,249.696,0.73,0.765698,0.776982,0.902741,0.938694,3.541,2.65279,2.48926,2.30468,2.0166
3287,1.079,1.13424,1.09495,1.05939,1.1208,241.049,239.459,257.694,249.355,243.987,0.316,0.337724,0.338289,0.246344,0.344243,1.09,0.916041,0.964229,0.980312,1.23864
3288,1.537,1.54244,1.37131,1.3151,1.50867,268.652,284.418,286.241,264.455,270.843,0.383,0.45584,0.50693,0.337929,0.377412,2.398,1.38912,1.91887,1.64616,1.53794
3289,1.124,1.27696,1.34358,1.56361,1.43095,278.293,282.585,261.799,266.959,259.979,0.274,0.269388,0.254537,0.246843,0.244946,0.6,1.0171,1.21484,0.988711,0.910599
3290,2.272,2.20609,2.33128,2.25118,2.16376,327.098,338.456,328.793,327.608,322.518,0.385,0.40963,0.425107,0.415684,0.358215,2.381,1.98166,1.86282,1.83682,1.80356
3291,2.262,2.20378,2.18787,2.01568,2.19804,316.706,319.965,315.888,327.93,321.878,0.333,0.35198,0.310561,0.304123,0.343063,2.681,1.28111,1.50418,1.33971,2.66144
3292,1.708,2.01928,1.92546,2.11799,1.85382,268.263,290.234,299.217,271.329,310.697,0.141,0.161699,0.199398,0.185363,0.177993,1.001,1.56437,1.71397,1.43617,1.23457
3294,1.991,1.86592,1.91145,1.86647,2.01689,292.64,284.098,277.245,282.262,286.653,0.225,0.196272,0.23139,0.244451,0.228429,1.693,1.85396,2.03304,1.8961,1.84767
3295,1.893,1.98184,1.86488,1.92894,1.96449,285.926,311.514,308.483,292.112,300.149,0.221,0.208378,0.238696,0.246395,0.256334,1.599,1.41292,1.74766,1.71437,1.38379
3296,1.146,1.11424,1.22299,1.10253,1.13135,271.052,280.662,268.949,269.787,269.996,0.572,0.631935,0.717905,0.508827,0.632569,1.641,1.65578,1.48607,1.62899,1.89862
3297,1.348,1.2482,1.38446,1.4413,1.26169,284.075,272.949,268.044,280.682,262.73,0.332,0.313463,0.296343,0.301149,0.301754,0.924,0.998408,1.23738,1.55085,1.14613
3299,1.477,1.3564,1.69215,1.77938,1.53372,312.845,340.442,316.32,318.511,339.4,0.609,0.656052,0.60948,0.648292,0.594138,1.682,1.88311,1.33039,1.64605,2.14981
3301,1.586,1.62598,1.6791,1.61223,1.63394,258.145,263.19,272.835,254.341,277.641,0.221,0.258699,0.263985,0.246805,0.281418,1.968,1.54007,1.6283,1.61763,1.77016
3303,1.775,1.70227,1.69479,1.74242,1.73443,330.084,290.165,290.557,303.781,301.624,0.309,0.223941,0.230077,0.264457,0.231098,0.813,1.20292,1.83181,1.58498,1.53866
3304,1.283,1.13912,1.22777,1.20584,1.2198,238.91,240.816,243.808,240.079,242.667,0.328,0.353214,0.37598,0.350801,0.334143,2.543,2.38756,1.75399,2.37088,1.61337
3305,1.126,1.15628,1.10168,1.24851,1.14794,285.262,269.914,264.6,279.897,276.188,0.351,0.336573,0.334618,0.316183,0.348412,0.751,0.790628,0.717196,1.29923,0.907816
3307,1.33,1.21636,1.29721,1.30281,1.32657,272.418,249.366,268.883,262.892,263.526,0.414,0.364103,0.407929,0.386706,0.402346,1.425,1.74115,1.25592,1.53436,1.25928
3308,2.769,2.48603,2.49528,2.62826,2.89407,359.099,354.675,334.349,360.05,382.061,0.43,0.396817,0.408462,0.362837,0.397442,3.132,3.30396,2.08681,2.16468,2.16246
3309,1.63,1.65025,1.72992,1.50073,1.71134,316.493,299.307,319.605,300.856,322.608,0.701,0.758974,0.667405,0.59591,0.714469,2.443,2.22567,2.45874,3.34652,1.93438
3311,1.67,1.6523,1.63467,1.63561,1.56053,345.592,356.435,342.709,336.922,325.071,0.897,0.834476,0.775176,0.89743,0.847128,2.574,2.83647,3.45297,2.71946,2.78768
3312,1.181,1.0803,1.07513,1.08169,1.00455,304.002,306.363,291.27,323.553,297.742,1.068,0.977394,0.956265,0.98284,0.99726,2.864,2.55278,3.64726,2.54724,2.41222
3313,1.16,1.14537,1.157,1.34608,1.21184,243.773,274.074,268.053,253.878,256.47,0.402,0.446457,0.40402,0.527469,0.424283,1.766,1.43693,2.17558,1.04587,2.09216
3314,1.278,1.45756,1.3256,1.34544,1.35754,252.662,289.808,272.022,275.176,264.476,0.57,0.585555,0.651012,0.607188,0.574006,3.643,2.93006,3.34651,2.84198,3.19284
3315,1.283,1.09918,1.10656,1.1707,1.20639,268.828,233.333,237.348,242.038,237.118,0.386,0.335836,0.339737,0.296568,0.368433,1.269,1.28618,1.56521,1.86645,1.73829
3316,1.012,1.04765,1.05164,1.05987,1.00514,246.358,253.474,269.349,264.667,251.103,0.506,0.534406,0.525669,0.556366,0.56156,1.589,1.43882,1.48744,1.3362,1.92197
3318,1.628,1.74938,1.50892,1.8801,2.07386,279.705,297.397,294.691,265.822,291.416,0.119,0.140672,0.13412,0.15198,0.156751,0.469,0.875345,1.29152,1.4056,1.1752
3319,1.245,1.47311,1.28129,1.25948,1.13567,289.09,275.434,311.278,294.077,284.715,0.582,0.589251,0.820329,0.492068,0.614242,1.547,2.02775,1.63823,2.41823,1.97528
3320,2.179,1.61943,1.91868,2.03783,2.02709,309.761,322.526,329.216,300.931,324.706,0.343,0.357362,0.317942,0.287353,0.343542,3.004,1.02134,1.30149,1.4495,1.07815
3321,0.784,0.784534,0.806501,0.714786,0.867839,250.092,230.067,244.587,228.335,215.89,0.502,0.474055,0.467847,0.574914,0.448464,1.02,1.3622,1.76385,1.83492,2.02518
3324,0.703,0.831035,0.785263,0.933103,0.862523,233.704,216.06,206.348,232.901,224.384,0.273,0.281002,0.276904,0.287442,0.263736,0.527,0.714618,1.30666,0.875618,0.805048
3325,0.694,0.896593,0.951022,0.877808,0.813729,214.893,224.216,206.815,207.301,210.243,0.407,0.520464,0.431129,0.533055,0.454834,0.994,1.74937,2.83131,2.37458,2.55313
3326,1.173,1.1873,1.26886,1.32835,1.34194,304.585,262.916,246.276,260.686,243.721,0.229,0.196148,0.199587,0.192559,0.201783,0.429,1.19122,1.78432,1.54579,1.07502
3327,1.064,0.907384,0.949127,1.05735,0.980073,245.736,236.917,251.82,219.232,253.319,0.463,0.353777,0.516933,0.407525,0.426342,1.596,1.57912,2.13716,2.80676,1.39603
3328,1.866,2.02763,1.78407,1.92458,1.87586,292.866,293.93,295.616,294.132,302.309,0.372,0.408886,0.441358,0.393169,0.40996,2.58,1.88191,2.07264,1.72132,1.42587
3329,0.936,0.917517,0.77035,0.886024,0.768774,232.953,243.239,228.389,262.889,269.825,0.684,0.73273,0.778511,0.776886,0.688553,2.759,1.95302,1.93893,1.9699,1.8753
3330,1.951,1.79902,1.87955,1.85239,1.86386,287.155,273.618,288.077,276.716,283.083,0.243,0.261592,0.260887,0.254275,0.285962,2.209,1.45452,1.63524,1.87768,1.74022
3331,1.42,1.36769,1.37644,1.33582,1.34252,273.321,271.352,269.992,280.226,269.306,0.373,0.386777,0.375389,0.344839,0.380961,1.452,1.74359,1.56859,1.57216,1.51678
3332,0.702,0.642487,0.706247,0.7635,0.705171,237.973,235.034,272.903,249.143,256.266,1.143,1.12959,1.1019,1.00458,1.13758,3.025,2.50585,2.41774,2.1229,2.11786
3333,0.993,1.07781,1.07331,1.05932,0.999375,255.301,247.753,246.775,245.135,237.078,0.454,0.380246,0.457869,0.440789,0.403342,1.161,1.67459,1.62765,1.72411,2.71366
3334,0.753,0.720432,0.676581,0.697067,0.695568,187.22,199.336,197.47,192.148,180.765,0.339,0.295236,0.449533,0.490558,0.331469,2.042,1.50474,1.71932,0.979881,1.34644
3335,1.206,1.30509,1.28129,1.24684,1.25271,254.796,253.78,237.115,237.817,236.816,0.465,0.480867,0.484181,0.486037,0.471685,1.87,2.26517,1.81594,2.13059,2.0971
3336,1.628,1.53051,1.6053,1.34324,1.52177,302.662,305.462,298.711,314.749,289.356,0.493,0.483979,0.462008,0.424972,0.509578,1.788,2.32991,2.06384,2.12935,1.89208
3337,0.805,0.805582,0.80511,0.812047,0.798968,201.137,226.617,222.443,231.074,224.782,0.456,0.560035,0.590692,0.44111,0.538129,2.334,1.64766,1.93677,1.99079,1.40568
3339,1.716,1.52419,1.64144,1.49037,1.46721,263.232,262.061,250.981,245.365,257.465,0.158,0.161699,0.165413,0.193341,0.156107,1.645,0.927349,1.03577,1.53193,1.23244
3340,1.131,1.19852,0.997885,1.13213,1.14384,235.626,228.728,231.331,229.385,228.227,0.22,0.216916,0.17052,0.196928,0.200697,0.898,0.756748,0.796926,1.14112,0.806137
3341,1.052,1.10375,1.26446,0.993437,1.17503,229.119,251.114,233.348,251.559,261.909,0.485,0.566364,0.496459,0.583138,0.531262,2.68,1.82807,1.81129,2.95743,2.10807
3342,1.894,2.06559,1.82848,1.71768,1.75029,300.082,312.761,329.688,289.81,301.949,0.396,0.396497,0.383694,0.413137,0.398057,2.371,1.5991,1.79118,1.94054,2.1467
3343,1.55,1.48103,1.54628,1.42354,1.46151,301.965,303.533,289.919,293.025,288.471,0.536,0.495359,0.588775,0.472669,0.522299,1.804,1.90348,1.75731,2.48663,2.11867
3344,1.167,0.955394,1.10016,1.12063,1.18706,264.912,246.936,255.619,239.589,242.949,0.513,0.482601,0.49517,0.484713,0.480827,1.609,2.04102,2.04411,2.13383,2.11278
3345,2.116,1.97076,2.08796,2.11309,2.40766,379.265,336.356,361.527,363.086,348.09,0.887,0.561043,0.881344,0.718766,0.749948,2.809,2.25448,3.40925,2.43623,2.60184
3346,0.879,0.739274,0.864143,0.829172,0.92633,236.763,254.553,250.237,248.427,226.515,0.592,0.610396,0.605888,0.670324,0.638594,1.74,1.76219,1.63028,1.47312,1.28119
3347,1.034,1.0374,1.0636,1.02285,1.13212,210.112,228.066,224.221,218.204,218.259,0.176,0.181277,0.204379,0.199456,0.209847,1.242,1.19338,1.54482,1.45089,1.11105
3348,1.352,1.25133,1.36641,1.45064,1.37461,293.701,293.853,285.494,312.394,314.165,0.807,0.756548,0.82196,0.925319,0.818153,2.787,2.35484,2.8671,2.93248,2.65365
3349,1.117,1.17537,1.0804,0.970422,0.998681,248.966,236.57,244.179,238.197,234.547,0.398,0.353699,0.387392,0.377639,0.38336,1.371,1.0921,1.65894,1.37067,2.23453
3350,1.9,2.16601,2.20953,2.17312,2.08609,298.359,303.946,310.073,293.545,305.613,0.229,0.277654,0.249683,0.265033,0.25118,1.11,2.41752,1.62524,1.86055,1.57717
3352,0.842,0.881385,0.746133,0.980325,0.76727,311.119,309.195,253.461,258.402,254.656,1.035,0.904829,0.921699,0.803615,0.801331,1.784,1.82582,2.16169,1.65351,2.22362
3354,1.583,1.34423,1.37384,1.24874,1.48538,302.005,285.501,283.528,269.471,270.783,0.402,0.352657,0.39107,0.300138,0.308917,1.272,1.7045,1.91602,1.48495,1.25885
3355,1.792,1.99982,1.81813,1.97341,1.81886,286.348,303.098,312.576,296.527,322.304,0.339,0.383008,0.35485,0.406996,0.404505,2.242,1.67283,1.81062,1.85999,1.73962
3356,0.909,0.848114,0.782374,0.899806,0.854464,214.768,238.639,229.067,235.524,216.499,0.482,0.394917,0.442451,0.673387,0.515262,2.453,1.49006,1.45696,1.60007,1.665
3357,1.902,1.58372,1.85079,1.7345,1.91052,314.141,291.013,275.342,269.334,283.369,0.126,0.10726,0.116571,0.13614,0.107176,0.407,0.968785,0.904192,0.962346,0.84495
3358,1.289,1.09941,1.1238,1.09297,1.12674,297.382,283.058,314.548,331.077,313.979,0.981,0.920463,0.964208,1.08665,0.911198,3.249,2.86934,3.00942,2.66466,2.96696
3359,1.202,1.22765,1.21464,1.09891,1.239,265.403,307.616,294.017,301.527,286.744,0.693,0.733734,0.709476,0.73028,0.665671,2.732,2.08987,2.46769,1.82663,2.10675
3360,1.544,1.75223,1.6555,1.64632,1.67708,249.315,278.046,267.551,257.198,260.758,0.153,0.161699,0.19773,0.224236,0.162291,1.607,1.99355,1.63284,2.05897,1.75408
3361,1.237,1.14382,1.20408,1.12966,1.22668,273.361,273.151,277.978,289.839,271.48,0.577,0.544106,0.497567,0.534029,0.55561,1.887,1.61487,1.74371,1.55901,1.76878
3362,0.981,1.0539,1.01562,1.13387,1.03311,292.426,289.341,257.868,265.094,251.251,0.85,0.838249,0.836168,0.920982,0.749418,1.784,3.06713,2.41354,2.83614,2.94857
3364,1.201,1.20524,1.18748,1.26485,1.16585,266.748,286.347,281.01,277.397,282.348,0.601,0.583128,0.646994,0.619785,0.661292,2.107,1.69394,1.96634,2.03016,1.96257
3365,1.227,1.15261,1.12292,1.06485,1.09695,239.196,235.168,237.034,238.218,231.433,0.415,0.372339,0.421298,0.420065,0.364895,2.898,2.12526,2.59236,2.96415,3.01484
3366,0.855,0.919039,1.01392,1.02568,0.86158,210.42,204.439,194.538,224.476,199.402,0.179,0.19677,0.189811,0.245929,0.175827,0.607,2.01698,1.71734,1.9987,1.30702
3367,1.248,1.28162,1.13022,1.30442,1.03621,249.418,247.542,278.255,299.059,259.238,0.644,0.704857,0.718633,0.621474,0.671205,4.844,3.63871,2.85695,2.38938,2.69604
3368,1.383,1.48202,1.39228,1.31596,1.41066,249.985,265.798,275.714,245.07,256.968,0.264,0.271,0.303172,0.22993,0.288912,1.611,1.90116,1.46884,1.55177,1.47516
3369,0.728,0.725244,0.819196,0.756343,0.901502,274.992,256.951,237.781,275.292,253.373,1.701,1.38631,1.0237,1.06474,1.32291,3.871,3.26108,2.76911,3.2969,3.06028
3370,1.597,1.51025,1.56315,1.51685,1.5343,268.185,245.032,263.012,251.813,248.416,0.299,0.290771,0.267853,0.300361,0.314476,1.992,2.1768,2.01331,1.75239,1.74243
3371,1.55,1.53831,1.40431,1.24336,1.40303,247.492,256.357,269.732,240.279,258.015,0.177,0.215451,0.227386,0.20958,0.228391,2.577,1.46582,1.31447,1.35978,1.35464
3372,2.008,2.02308,2.14341,2.07262,2.07852,330.64,325.549,335.498,293.591,335.784,0.414,0.450072,0.422004,0.369664,0.446195,1.522,1.56308,2.2151,1.95401,1.88627
3373,0.658,0.598941,0.620867,0.741847,0.679023,236.555,207.665,253.259,189.615,204.045,0.787,0.719612,0.334364,0.207638,0.246847,1.659,1.34857,1.10593,1.20677,1.33401
3374,2.157,1.69827,1.64791,1.85712,1.64881,331.294,329.929,340.601,332.224,303.621,0.565,0.545946,0.50616,0.515118,0.515011,3.246,1.59827,1.72785,2.23394,1.78818
3375,1.033,0.838877,0.933562,1.04393,0.985014,231.784,243.17,239.913,232.277,241.177,0.454,0.47647,0.435367,0.447562,0.465431,2.026,2.36486,2.31901,1.71429,2.34014
3376,1.354,1.43767,1.32532,1.33849,1.37167,275.432,285.52,287.366,281.476,283.102,0.525,0.533548,0.578158,0.483128,0.535818,1.991,1.91755,1.68374,1.83064,2.13744
3377,1.618,1.54678,1.64713,1.80107,1.70295,262.939,254.355,284.241,268.555,280.828,0.133,0.143307,0.15827,0.141741,0.142028,0.853,0.990183,1.05634,1.01701,0.953296
3378,2.019,2.47055,2.03843,1.99967,2.05665,311.289,346.391,333.81,341.018,335.269,0.352,0.459004,0.460859,0.402463,0.414775,1.867,1.4712,1.79056,2.15273,1.55129
3379,1.34,1.25405,1.26792,1.26064,1.26485,267.472,269.326,278.668,263.099,272.255,0.538,0.461703,0.493018,0.451996,0.542544,2.423,2.56849,2.17708,2.33465,2.00829
3380,1.579,1.67942,1.54764,1.44229,1.52697,251.237,240.995,259.173,232.462,267.565,0.173,0.161699,0.206316,0.209899,0.185169,2.14,1.81171,1.86386,1.69228,1.83846
3382,1.462,1.42354,1.50245,1.49723,1.56871,272.588,255.034,276.469,273.831,272.303,0.276,0.282876,0.269444,0.300003,0.287952,1.071,1.63372,1.61323,1.75652,1.06895
3383,2.602,2.35888,2.58212,2.51335,2.63002,315.121,305.966,304.937,303.42,317.746,0.08,0.10804,0.133265,0.145445,0.148322,1.168,1.30061,1.29959,1.29848,1.20516
3384,1.275,1.4823,1.32143,1.29418,1.34256,262.651,259.938,247.234,254.145,237.595,0.429,0.374908,0.406545,0.402609,0.435312,1.629,3.04912,1.98159,1.67801,1.92871
3385,1.15,0.946173,0.970657,1.13183,1.07622,266.392,263.944,265.033,261.984,256.009,0.357,0.345896,0.383608,0.374651,0.380563,0.956,1.09908,1.01228,1.34931,0.881477
3386,0.829,0.883757,0.798534,0.879961,0.844465,263.355,256.91,212.113,253.869,235.051,0.667,0.578264,0.55448,0.565315,0.644777,1.369,1.53044,1.86162,1.6548,1.62135
3387,1.164,1.09521,1.09821,1.12481,1.01334,243.304,246.133,238.091,236.232,237.522,0.493,0.360426,0.402891,0.444434,0.403738,2.529,1.41354,1.44514,2.4059,2.10232
3388,1.229,1.09148,1.06354,1.22667,1.06874,264.192,246.014,256.012,256.653,241.333,0.502,0.482053,0.462808,0.48407,0.518683,1.796,1.98677,2.28207,2.01877,1.84489
3389,1.207,1.19702,1.28129,1.14766,1.2274,266.483,279.395,307.731,276.701,272.903,0.711,0.751216,0.720204,0.703173,0.680282,2.817,2.20828,2.28324,2.20449,2.1681
3390,1.217,1.31844,1.28472,1.27257,1.35935,266.718,252.546,257.806,270.215,251.732,0.256,0.274417,0.270442,0.271389,0.255114,0.711,0.949921,1.1038,1.35412,1.1728
3391,0.961,1.04554,1.06253,1.0891,0.981226,231.128,230.074,260.338,269.351,231.202,0.643,0.796043,0.768148,0.755993,0.606443,2.857,3.51487,2.5335,2.62829,2.54474
3392,0.861,0.863833,0.935383,1.10747,0.891869,254.688,272.749,261.333,244.353,255.621,0.81,0.924849,0.899053,0.873296,0.831886,2.024,2.20188,2.11103,2.15729,1.92578
3393,1.278,1.56406,1.5346,1.58998,1.42058,262.427,287.693,290.868,252.67,260.889,0.235,0.223328,0.261815,0.215584,0.247486,0.758,1.30706,1.61444,1.51843,1.61063
3394,2.005,2.20711,2.20243,2.17518,2.10644,282.195,269.957,291.05,285.213,297.881,0.164,0.170301,0.162964,0.175213,0.179098,2.102,1.61974,1.24438,1.45966,1.61951
3395,1.191,1.17354,1.27534,1.11833,1.1142,231.739,240.601,242.315,230.436,233.841,0.299,0.327635,0.326013,0.285913,0.31928,1.983,1.51661,1.34364,1.69782,2.16511
3396,1.755,1.78861,2.32555,2.31441,1.52563,362.576,394.524,349.403,360.012,354.501,0.546,0.47492,0.448536,0.448616,0.466672,1.212,1.13207,1.42983,1.90411,1.42004
3397,1.3,1.33707,1.33947,1.27858,1.48266,253.115,268.574,261.168,246.678,242.743,0.214,0.232691,0.216245,0.248777,0.217713,0.854,1.13619,1.04001,1.46106,0.873495
3398,1.151,1.17149,1.13031,1.0919,1.07265,268.478,281.839,262.416,243.584,275.458,0.664,0.672311,0.626792,0.674589,0.752288,2.143,1.96588,1.98203,1.8878,2.03914
3399,1.095,1.16799,1.14502,1.19711,1.13511,243.183,255.541,250.517,253.15,258.954,0.526,0.652912,0.532398,0.616143,0.575146,2.242,1.91712,2.19928,1.83966,2.10342
3400,1.192,1.21107,1.12676,1.2932,1.28705,250.661,238.882,240.364,240.148,244.517,0.381,0.385567,0.410891,0.405672,0.394846,1.487,1.61466,1.75479,1.69412,1.78705
3401,1.818,1.83918,1.79336,1.77315,1.78992,316.298,284.725,298.59,301.933,298.067,0.421,0.422431,0.407159,0.455914,0.395874,1.512,2.0683,1.7793,1.90552,1.8313
3402,0.769,0.923806,0.877054,0.950451,0.903535,222.123,276.739,241.239,299.617,275.222,0.873,0.984924,0.940369,1.02002,0.924191,3.146,2.97712,2.74259,2.83608,2.69484
3403,0.764,0.722198,0.755643,0.722097,0.798183,198.759,214.843,196.214,203.054,208.312,0.427,0.423605,0.459567,0.519069,0.402796,1.875,1.36384,1.5583,1.06575,2.23503
3404,1.341,1.44318,1.50821,1.38769,1.48437,249.282,276.159,263.478,273.295,273.925,0.378,0.425392,0.39876,0.390853,0.386638,2.526,2.64051,2.86402,1.72482,2.55293
3405,0.792,0.725888,0.785661,0.689824,0.676209,230.769,241.168,226.002,253.525,244.027,0.804,0.728286,0.864153,0.819161,0.884372,2.459,2.66906,2.53932,1.85383,2.16045
3406,1.129,1.07077,1.10779,1.06336,1.10219,275.742,285.741,264.093,281.488,272.606,0.602,0.527249,0.572262,0.545271,0.562696,1.611,2.02597,1.87297,1.64788,2.01078
3407,1.764,1.65439,1.72195,1.70208,1.79365,342.303,349.601,337.556,333.016,335.753,0.686,0.696658,0.614448,0.582477,0.668466,1.982,2.82049,1.96085,3.2119,2.05364
3408,0.888,0.874573,0.963547,1.0216,0.969205,232.534,221.457,245.213,241.334,250.635,0.608,0.681506,0.559806,0.63104,0.592974,2.005,1.83494,2.53274,2.67467,2.63617
3410,1.168,1.17355,1.27566,1.27593,1.2606,245.31,257.908,251.664,253.112,253.113,0.381,0.432113,0.50972,0.374544,0.395995,1.6,1.86475,1.88236,2.56445,1.81931
3412,1.397,1.28669,1.29934,1.39183,1.31743,269.954,267.067,271.755,267.882,259.911,0.449,0.465127,0.408995,0.609375,0.446734,1.965,1.57429,1.68679,1.80423,1.74181
3413,1.229,1.31669,1.26729,1.16349,1.38554,240.405,245.478,249.242,233.808,233.762,0.178,0.210175,0.188871,0.188567,0.198688,0.798,0.775757,0.858111,1.12372,0.773906
3414,0.586,0.608859,0.721492,0.678422,0.694585,224.246,231.865,236.225,298.424,269.613,1.022,1.1765,1.08559,1.05741,1.03984,2.342,2.05751,2.05856,2.67283,2.50344
3415,0.939,0.839257,0.96038,0.93688,0.939466,250.004,253.073,283.598,254.581,249.664,0.632,0.759491,0.640166,0.714524,0.696247,1.76,1.75002,1.90206,1.09426,1.30613
3416,1.221,1.06627,1.2771,1.14145,1.26537,282.448,267.162,286.259,280.502,302.674,0.674,0.619716,0.734446,0.704402,0.692811,1.998,2.95905,2.28339,2.71749,3.07525
3418,1.214,1.16504,1.09509,1.17649,1.22224,280.214,269.36,280.296,283.552,256.336,0.612,0.584935,0.547617,0.521576,0.581708,1.772,1.57528,2.45974,2.058,2.3206
3419,1.258,1.10267,1.0832,1.24001,1.00726,243.317,222.478,234.082,249.674,234.615,0.409,0.451087,0.448296,0.360989,0.38323,2.664,2.05537,1.52114,1.99933,1.82352
3421,1.75,1.43729,2.20961,1.97907,1.73203,282.44,270.678,292.647,286.517,286.489,0.131,0.145365,0.154171,0.157206,0.126042,0.62,1.42682,1.2434,1.29425,0.866312
3422,0.74,0.834423,0.702857,0.775114,0.773881,210.201,224.104,196.833,229.598,206.281,0.636,0.644139,0.612836,0.874715,0.683106,2.251,2.18726,2.5784,2.16978,2.30939
3423,1.777,1.5496,1.65686,1.51654,1.40145,295.621,284.21,290.547,304.774,298.707,0.431,0.387234,0.405771,0.414122,0.409587,2.33,2.48214,1.45232,1.98613,1.8944
3424,0.975,1.00583,1.01505,0.928399,1.10446,250.475,279.016,293.861,282.943,290.788,0.744,0.786435,0.757216,0.919039,0.935166,2.398,2.12023,2.18222,2.22882,1.90124
3425,1.694,1.57288,1.65597,1.73449,1.72437,324.668,304.114,302.099,310.838,309.393,0.464,0.438144,0.418774,0.329173,0.418742,1.311,1.80071,1.63178,1.3379,1.21585
3427,0.884,0.998538,0.862517,0.95545,0.916276,274.073,262.589,261.031,256.578,268.797,1.276,1.40789,0.992426,0.904867,1.12933,3.302,3.67978,3.42168,2.2259,4.00615
3428,1.767,1.78588,1.70495,1.74091,1.73943,299.741,301.565,293.516,298.36,292.496,0.448,0.414305,0.406738,0.468838,0.467471,2.151,3.34085,2.24725,2.12429,1.68206
3429,2.106,2.24055,2.16455,2.17552,2.06447,336.885,334.568,308.484,341.654,319.654,0.47,0.394169,0.430602,0.411687,0.419978,1.889,2.77308,2.13022,2.48864,1.85725
3430,1.208,1.33465,1.28129,1.27614,1.34408,240.876,256.385,256.408,252.644,233.153,0.324,0.323598,0.330004,0.376871,0.344303,1.641,1.68176,1.88019,2.13532,1.85285
3431,1.619,1.71969,1.5017,1.36037,1.4419,362.96,321.091,335.391,309.668,348.113,1.101,0.956944,0.865247,0.960495,1.06523,2.816,2.54467,2.44634,3.42242,2.64627
3432,1.064,0.957638,0.985471,0.934717,0.946524,295.059,277.668,273.845,304.072,255.379,0.83,0.759858,0.765068,0.731969,0.655664,1.865,2.38699,2.7229,1.72235,2.61042
3433,1.307,1.26335,1.43695,1.38242,1.27952,224.282,261.82,264.375,223.249,236.207,0.089,0.138318,0.120374,0.141069,0.111627,1.207,0.828439,0.827644,0.923103,0.782764
3434,1.535,1.43535,1.56866,1.50113,1.42417,288.074,295.039,293.394,276.488,284.525,0.531,0.532698,0.551042,0.488904,0.535223,2.268,1.84895,2.26995,1.72723,1.77791
3435,1.174,1.11414,1.19201,1.1646,1.19984,269.312,267.363,271.328,266.87,268.793,0.529,0.525648,0.608484,0.476816,0.53544,1.588,1.52873,1.95719,1.90524,1.846
3436,1.007,1.00955,1.04935,0.871385,1.04975,245.163,246.942,259.473,250.13,243.409,0.704,0.725492,0.782112,0.624753,0.673223,2.66,2.23306,2.56782,1.89464,2.70318
3437,0.764,0.883868,0.754005,0.720991,0.825941,206.428,205.875,213.587,200.858,232.08,0.444,0.488406,0.508421,0.536284,0.457553,1.576,1.74433,1.71887,1.88883,2.21917
